CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Description,Source,Item_URL
C14-2017-0050,2017-11-09T00:00:00.000,77,Austin City Council,C14-2017-0050 - 1501 Airport Commerce Drive - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1501 Airport Commerce Driv,akgy-tbxy,http://austintexas.gov/department/city-council/2017/20171109-REG.htm#077
NPA-2013-0025.04,2013-06-06T00:00:00.000,71,Austin City Council,"NPA-2013-0025.04 - 6110 Hill Forest Drive (Beiter-2) - Conduct a public hearing and approve an ordinance amending Ordinance No. 20081211-096, the Oak Hill Combined Neighborhood Plan, an element of the",akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130606-REG.htm#071
C814-90-0003.13,2006-01-12T00:00:00.000,44,Austin City Council,C814-90-0003.13 - Harris Branch PUD Amendment #13 - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property located at 1375 U.S. Highway 290 Ea,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060112-REG.htm#044
C14-04-0142,2004-11-04T00:00:00.000,Z010,Austin City Council,C14-04-0142 - Dry Creek - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 639 West Dittmar Road (Boggy Creek Water,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20041104-REG.htm#Z010
C14-2018-0080,2019-10-17T00:00:00.000,50,Austin City Council,C14-2018-0080 - 5101 East Oltorf - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 5101 East Oltorf Street (Country Club West Waters,akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191017-REG.htm#050
C14-2007-0049,2007-11-08T00:00:00.000,87,Austin City Council,C14-2007-0049 - Palm Square - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 6004 Webberville Road (Walnut Creek Wate,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20071108-REG.htm#087
C14-2010-0111,2010-11-04T00:00:00.000,41,Austin City Council,C14-2010-0111 - 10301 Old San Antonio Road Rezone - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 10301 Old San ,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20101104-REG.htm#041
NPA-2019-0003.01,2020-02-06T00:00:00.000,76,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church - Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imag",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200206-REG.htm#076
C14-2016-0051,2016-12-15T00:00:00.000,83,Austin City Council,C14-2016-0051 - Plaza Saltillo Tract 6 - District 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 413 Navasota Street (Lady Bird,akgy-tbxy,http://austintexas.gov/department/city-council/2016/20161215-REG.htm#083
C14H-2020-0133,2020-12-10T00:00:00.000,84,Austin City Council,C14H-2020-0133 - David C. Graeber House - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 4509 Balcones Drive. Applicant: City of Au,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#084
C14-04-0149.44,2005-03-03T00:00:00.000,Z013,Austin City Council,C14-04-0149.44 Old West Austin Neighborhood Plan rezonings for 900 West Lynn Street & 1602 West 9th Street - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City ,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050303-REG.htm#Z013
C14-05-0106.02,2005-11-03T00:00:00.000,30,Austin City Council,"C14-05-0106.02 - West Congress Neighborhood Plan Rezonings, Tract B - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as ",akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051103-REG.htm#030
NPA-2014-0020.01,2014-10-23T00:00:00.000,36,Austin City Council,"NPA-2014-0020.01 - St. Elmo's Market and Lofts - Conduct a public hearing and approve an ordinance amending the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensiv",akgy-tbxy,http://austintexas.gov/department/city-council/2014/20141023-REG.htm#036
NPA-2007-0012.02,2009-03-12T00:00:00.000,33,Austin City Council,"NPA-2007-0012.02 - 1600 Block of East MLK (1600, 1602, 1604, and 1606 E. Martin Luther King Jr. Blvd.) - Approve third reading of an ordinance amending Ordinance No. 020801-91, the Upper Boggy Creek N",akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090312-REG.htm#033
C14-2020-0067,2020-08-27T00:00:00.000,130,Austin City Council,C14-2020-0067 - 3504 S. 1st Street Rezoning - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3504 South 1st Street (West Bouldin Cr,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200827-REG.htm#130
C14-05-0202,2006-03-02T00:00:00.000,Z007,Austin City Council,C14-05-0202 - Crown Castle - Spicewood Springs - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 4919 Spicewood Spri,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060302-REG.htm#Z007
C14-06-0139,2006-08-24T00:00:00.000,83,Austin City Council,C14-06-0139 - Mills Avenue Parking Rezoning - City Initiated - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 340,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060824-REG.htm#083
C14-2011-0109,2012-05-24T00:00:00.000,114,Austin City Council,C14-2011-0109 - Lamar Development - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 4527 North Lamar Boulevard (Waller,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20120524-REG.htm#114
C14H-2017-0082,2017-11-09T00:00:00.000,64,Austin City Council,C14H-2017-0082 - McDonald-Doughtie House. Council District 10 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 1616 Northwood Road ,akgy-tbxy,http://austintexas.gov/department/city-council/2017/20171109-REG.htm#064
NPA-2008-0003.01,2009-03-12T00:00:00.000,29,Austin City Council,"NPA-2008-0003.01 - Chestnut Neighborhood Plan Amendment - Approve third reading of an ordinance amending Ordinance No. 990715-113, the Chestnut Neighborhood Plan, an element of the Austin Tomorrow Com",akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090312-REG.htm#029
C14H-2018-0082,2018-11-01T00:00:00.000,47,Austin City Council,C14H-2018-0082- Dabney Horne House - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 901 Shoal Cliff Court from multifamily residenc,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20181101-REG.htm#047
NPA-2018-0021.02,2020-03-26T00:00:00.000,81,Austin City Council,"NPA-2018-0021.02 - Skyline Oltorf Mixed Use - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element ",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200326-REG.htm#081
C14-2019-0003,2020-05-21T00:00:00.000,72,Austin City Council,"C14-2019-0003 - Lantana, Block P, Lot 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 7415 Southwest Parkway (Williamson Creek W",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200521-REG.htm#072
C14-2019-0029,2020-03-26T00:00:00.000,84,Austin City Council,C14-2019-0029 - 1501 Airport Commerce Dr - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1501 Airport Commerce Drive (Carson Creek,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200326-REG.htm#084
C14-2020-0041,2020-08-27T00:00:00.000,112,Austin City Council,C14-2020-0041 - Stowers and Schiller - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 8500 Bluegrass Drive (Bull Creek Watershed). ,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200827-REG.htm#112
C14-2007-0262,2009-02-26T00:00:00.000,36,Austin City Council,C14-2007-0262 (Part) - Central Austin Combined Neighborhood Planning Area Vertical Mixed Use Building (V) Zoning Opt-in/Opt-Out Process - Conduct a public hearing and approve on first reading an ordin,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090226-REG.htm#036
C14-2020-0105,2020-12-10T00:00:00.000,89,Austin City Council,C14-2020-0105 - David Chapel Missionary Baptist Church - Tract 1 (Main Tract) - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 2201,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#089
C14-04-0126,2004-12-02T00:00:00.000,Z020,Austin City Council,C14-04-0126 - Harrell Tract # 4 - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 10100-10182 South IH-35 Service Ro,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20041202-REG.htm#Z020
C14H-2010-0008,2011-01-13T00:00:00.000,65,Austin City Council,C14H-2010-0008 - Driskill Hotel Tower - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 117 E. 7th Street (Lady Bi,akgy-tbxy,http://austintexas.gov/department/city-council/2011/20110113-REG.htm#065
C14-2020-0015,2020-04-23T00:00:00.000,59,Austin City Council,C14-2020-0015 - TechRidge Hotel- Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as locally known as 12316 Tech Ridge Boulevard (Walnut,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200423-REG.htm#059
C14-04-0030,2007-11-08T00:00:00.000,91,Austin City Council,C14-04-0030 - Time Insurance 1 - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1405-1415 East Riverside Drive (Town ,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20071108-REG.htm#091
C14-2007-0070,2007-06-21T00:00:00.000,133,Austin City Council,"C14-2007-0070 - Rathgeber Village, Phase One - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as Portion of 4800 Man",akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070621-REG.htm#133
C14-2008-0052,2008-08-21T00:00:00.000,60,Austin City Council,C14-2008-0052 - TJG - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 9609 Swanson's Ranch Road (Slaughter Creek W,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080821-REG.htm#060
C14-2008-0076,2008-09-25T00:00:00.000,105,Austin City Council,C14-2008-0076 - Tech Ridge - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as East Parmer Lane (Walnut Creek Waters,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080925-REG.htm#105
C14-05-0081,2005-09-29T00:00:00.000,Z020,Austin City Council,C14-05-0081 - Freidrich Lane - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5200 Freidrich Lane (Williamson Cre,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050929-REG.htm#Z020
C14-2014-0182,2015-03-26T00:00:00.000,49,Austin City Council,C14-2014-0182 - Moore's Crossing 7.9 Acre Rezone - (District 2) - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 7400 McAngus R,akgy-tbxy,http://austintexas.gov/department/city-council/2015/20150326-REG.htm#049
C14-05-0113,2006-10-19T00:00:00.000,76,Austin City Council,"C14-05-0113 - Pleasant Valley Neighborhood Plan Combining District - Approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property bounded on the north by the Colorado River,",akgy-tbxy,http://austintexas.gov/department/city-council/2006/20061019-REG.htm#076
C14-07-0025,2007-09-27T00:00:00.000,107,Austin City Council,C14-07-0025 - Riverfield 1 - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 924 East Dean Keaton Street (Waller C,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070927-REG.htm#107
C14-2019-0098,2020-06-11T00:00:00.000,83,Austin City Council,C14-2019-0098 - Shady Lane Mixed Use - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 914 Shady Lane (Boggy Creek Watershed). Appli,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200611-REG.htm#083
NPA-2009-0002.01,2009-07-23T00:00:00.000,121,Austin City Council,"NPA-2009-0002.01 - East Cesar Chavez Neighborhood Planning Area Vertical Mixed Use Neighborhood Plan Amendment - Conduct a public hearing and approve an ordinance amending Ordinance No. 001214-20, the",akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090723-REG.htm#121
C14-2014-0144,2014-11-06T00:00:00.000,112,Austin City Council,C14-2014-0144 - Loma Verde Residential - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 7231 Colton Bluff Springs Road (Marble ,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20141106-REG.htm#112
C14-2014-0040,2014-06-12T00:00:00.000,108,Austin City Council,"C14-2014-0040 - Hunt Tract - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 4311 City Park Road (Coldwater Creek Watershed, Tur",akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140612-REG.htm#108
C14-2011-0135,2011-12-15T00:00:00.000,80,Austin City Council,C14-2011-0135 - Howard Schain's Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 6400 South 1st Street (,akgy-tbxy,http://austintexas.gov/department/city-council/2011/20111215-REG.htm#080
